username,tanggal,rating,clean_text,skor_sentimen,label,word_count
Achmad Shippuuden,2024-04-22 08:30:36,1,kok saya ngga bisa daftar login ya baru install pas masuk ke jendela utama stuck ngga bisa d klik,-6,negatif,19
AHMAD Alfaruq,2024-04-22 08:01:33,1,Aplikasi burukk saya sell saham us saya tpi blm cair udh contack via gmail gda jawaban sama sekali,-10,negatif,18
Ripan Nurholis,2024-04-22 07:50:14,5,aplikasi nya bagus banget saya suka simpel,-1,negatif,7
Faruq Abdul Hakim,2024-04-22 05:59:26,5,Sudah dibenahi Tidak dapat mengubah nomor HP Sebelumnya sudah diarahkan untuk menghubungi CS dan saya sudah memberikan data yang diperlukan Sudah satu pekan namun tidak ada pemberitahuan lebih lanjut CS dihubungi lagi tidak ada respon sama sekali,-39,negatif,37
Stefanus Liandi H,2024-04-22 04:35:48,1,Topup gagal refund ribet data sudah lengkap pun lama prosesnya tunggu hari ini ga masuk hadeh,-32,negatif,16
Hasdi Mylife,2024-04-21 17:07:42,5,Apk pluang sangat bagus dan membantu saya dalam analisis harga pasar Tapi cripto nya masih kurang cripto kaspa kak admin kasih masuk lah supaya bisa di pantau kapan naiknya Sekian dari saya mohon maaf kalau permintaan saya terlalu banyak kak admin,-22,negatif,41
judin loop,2024-04-21 13:13:37,5,Sangat membatu dan penuh tantangan untuk meraih yg lebih baik,1,positif,10
kurniawan Iwan,2024-04-21 10:39:29,3,Sebenarnya bagus hanya saja knp tdk bsa hapus nomor rekening yg terdaftar mohon update selanjutnya ada opsi hapus nomor rekening yg sdh terdaftar karena terkadang ada nomor rekening yg sudah tdk aktif dan semstinya bisa dihapus,-20,negatif,36
Muhamad Hairul,2024-04-21 08:38:31,5,tolong koin zec jangan di suspen,-5,negatif,6
Anda Mauapa,2024-04-21 08:17:49,1,Aku gk ad download ni app kenapa ada kode otp,-6,negatif,10
Reffa Byan,2024-04-21 07:44:45,5,Cocok bagi pelajar,-3,negatif,3
Edi Susanto,2024-04-21 03:38:28,5,Untuk saat ini bagus,3,positif,4
Erik Sanjaya,2024-04-21 02:10:07,1,Ini apk sangat buruk dalam penanganan masalah yang di alami penggunaan nya jadi buat kalian jangan download apk ini Saya mempunyai masalah dalam salah melakukan top up lewat apk dana bca saya tidak tahu apk ini tidak bisa melakukan top up dana bca Top up di dana sudah tertulis berhasil tapi di apk ini tertulis gagal dan uang top up yang gagal tidak di kembalikan Di kembalikan sangat lama padahal saya punya masalah sudah lama saya di suruh nunggu hari Udah hari di closed sendiri,-59,negatif,85
Aldie Sarizki,2024-04-20 20:20:48,2,Kenapa skrg penarikan dana sangat lambat,5,positif,6
Brahma Wijaya Manuaba,2024-04-20 16:25:12,5,Untuk admin yang baik hati dan tidak sombong tolong hadirkan koin baru seperti catcoin cat inu dll terimakasih,-11,negatif,18
Ahmad Rizki,2024-04-20 12:18:53,5,tolong penyedian ganti nomor Di perbaiki Karna Nomor HP saya yg lama Samantha HPnya di curi,-17,negatif,16
Fendi susanto,2024-04-20 07:45:10,5,peluang sgt bagus prosesnya cpt sippp,3,positif,6
Mr. Fadly (83),2024-04-20 07:38:01,4,spekulatif yang gampang,-8,negatif,3
richi r sumbahan99,2024-04-20 07:21:57,5,lumayan bisa belajar dr modal kecil,-1,negatif,6
Ajat Mia,2024-04-20 07:02:22,3,Tidka di munculkan harga jual emas nya kalo untuk pengguna baru,5,positif,11
tango india,2024-04-20 04:10:01,1,saya wd dari malam sampe siang duit belum masuk ke rek sdh dm ig tidak d bls kirim email jg tidak di bales susah sekali aplikasi ini tidak ada live chat invest di aplikasi ini tidak merasa aman,-39,negatif,38
Kenzo Alfrans,2024-04-20 03:54:24,5,Terbaik dan banyak keuntungan,1,positif,4
yanto mamonto,2024-04-20 01:28:01,3,Saya kasih bintang dulu yahh saya mau liat perkembangannya dulu,-6,negatif,10
Jaa Berkah,2024-04-19 23:55:12,5,Mantap dan luar biasa,-4,negatif,4
Marcell,2024-04-19 10:04:08,5,Aplikasi sudah bagus tingkatkan lagi pluang saya sudah percaya dengan pluang lebih di baguskan lagi soal keamanan pengguna jangan sampai pengguna pluang kehilangan uang mereka karena hacking atau serangan cyber Yang di mana uang kita bisa di retas mereka terima kasih,-25,negatif,41
happy person,2024-04-19 10:00:17,5,saya baru joint di sini saya perlu waktu untuk mempelajari semuanya dengan baik saya yakin Pluang akan sangat membantu saya semoga terus dapat bekerja sama ya,-7,negatif,26
Muhammad Raka,2024-04-19 08:47:59,5,Bagus cuman mau masuk agak lelet,-4,negatif,6
Mohammad Ridwan,2024-04-19 08:43:31,4,Sementara waktu semua proses berjalan lancar,-4,negatif,6
Muhammad Helmi Firmansyah,2024-04-19 07:22:55,5,bagus ngak ribet,-1,negatif,3
Epan Sidiarawi,2024-04-19 05:29:25,5,Apk yang sangat bagus dan UI nya muda di mengerti tapi ada minesnya kalau bisa tolong di segerakan bagian bank nya kami yang disini cuma ada bank BSI sama bank aceh cumamemiliki bank itu doang yang lain tak ada dan tausa saya sebutkan daerah di mana semoga sampai di sini bisa di mengerti,-48,negatif,53
Rahmat Setiawan,2024-04-19 02:18:14,5,pebdaftarannya mudah sekali ga ribet,-3,negatif,5
Ibn Mustain,2024-04-18 19:37:10,5,Servis membuat merasa nyaman,3,positif,4
SoGa TuRu98,2024-04-18 18:56:47,5,saya tidak pernah mendaftar kenpa tiba tiba sudah terdaftar,-9,negatif,9
Bintang jodi kristian,2024-04-18 16:42:40,2,Mau jual Jdi bingung ktanya potongan transaksi ini kok hampir gimana ini kak Tolong pe jelasanya min,1,positif,17
EKA ARISTA,2024-04-18 13:37:56,4,cocok buat pemula semoga bisa bermain saham,3,positif,7
GEADO AMANDA KUSUMAHARJO,2024-04-18 12:43:27,5,Min kalo bisa banyakin koin ai kayak nuklai atau fet,-3,negatif,10
Ibuk Danis,2024-04-18 12:13:11,5,semoga sukses selalu untuk orang yang download aplikasi ini,-6,negatif,9
Anime inss zero,2024-04-18 11:16:40,5,apk bagus untuk pendapatan harga pasar saham,3,positif,7
Iyan Zelosa,2024-04-18 06:32:02,5,Aplikasi sangat membantu khususnya bagi pemula transaksi pembelian dan penjualan begitu cepat serta adminnya sangat merespon permasalahan Sukses terus Pluang dan Tim,4,positif,22
Viona Sinta Amelia,2024-04-18 03:03:35,1,Pluang buruk Baru pertama kali daftar malah NIk sdh terdaftar di nomer laen Anehh tolong jgn salahgunakan data sy perhari ini sy uninstal hapus data sy segera,-21,negatif,27
Denis yung,2024-04-17 18:34:05,2,Admin Pluang mau tanya apakah Aplikasi Pluang bisa beli saham saham Amerika Serikat Eropa Asia Austria berapa Fee transaksi dari masing masing Negara tersebut diatas Saya sudah download aplikasi Pluang namun tidak bisa lihat saham saham yang sudah saya sebutkan di atas terima kasih,-26,negatif,44
zulfadly arya,2024-04-17 16:45:25,3,Tampilan simpel cocok buat pemula deposit cepat tanpa ribet minus koin nya kurang bervariasi atau tidak lengkap seperti aplikasi sebelah Tolong diperhatikan lagi min,-20,negatif,24
Kornelius Kornelius,2024-04-17 15:47:06,1,Aplikasi ribet mau ganti nomor Telpon aja ribet nya minta ampun Uninstall,-17,negatif,12
Murayaa.,2024-04-17 11:28:49,1,Scam turun terus gapernah naik,-5,negatif,5
Gusti Hidayat,2024-04-17 09:46:28,1,Aplikasi sampah kebanyakan admin Setiap transak kena Admin dan pajak,-8,negatif,10
xandrio alexandrio,2024-04-17 08:25:14,5,bintang penerang jalan di kegelapan,4,positif,5
Jaya Ramdani,2024-04-17 06:57:06,3,Bantuan chat nya di tidak Tampil,-2,negatif,6
Duka Duka,2024-04-17 06:45:11,5,Pliss dong minnn koin Ondo kasih ada di market,-4,negatif,9
Ridwan Abdurrahman,2024-04-17 06:13:13,5,semoga ada peluang baik di setiap kesempatan,-1,negatif,7
Dewa Muliartha,2024-04-17 05:26:23,3,dulu baru belajar,3,positif,3
Usup Supriatna,2024-04-17 04:52:06,2,saya isi saldo peluang menggunakan flip gagal sangat susah untuk uang kembali pengaduan sangat rumit d telpon tidak bisa berkali kali pun tidak bisa menunggu terus mungkin uang akan kembali atau tidak ya mohon untuk teman yang tau bantu jawab pertanyaan ini hati menggunakan apk ini,-58,negatif,46
wahyudi 26,2024-04-17 03:01:54,5,mudah dan transaksi nya cepat,9,positif,5
Andi Haryanto,2024-04-17 03:01:53,5,Sejauh ini masih bagus,3,positif,4
Medium Rare,2024-04-17 02:58:21,1,Halo cs sebenarnya berapa hari si masuk uang ke rek saya udah jam belum masuk saya pakai bank BSI bisa di jelaskan berapa lama masuk uang ke rek nya cs,-15,negatif,30
Pieter Chack,2024-04-16 19:03:21,1,App nya seru sih seru tpi kasihan buat yg pada mau ikut apalagi blm cukup umur Klo saran saya klo mau bolehin itu umur keatas biar tambah banyak yg download jngan jdi ribet begini malah pake ktp kasihan yg blm cukup umur,-41,negatif,42
Konalis Posdad,2024-04-16 18:40:31,5,cocok untuk pemula,2,positif,3
Yayat Suhayat,2024-04-16 18:35:28,5,WD cepat tuk kripto walaupun Reksa dana WD bisa hari tetap mudah pada Tampilan dan pilihan untuk semua investasi juga lengkap fitur investasi apa aja ada,3,positif,26
Razakan,2024-04-16 17:54:42,5,mantap luar biasa,-1,negatif,3
Akhmad Jauharun,2024-04-16 15:51:24,5,Tolong perbaiki sistem penarikan e waletnya,-4,negatif,6
Bonifasius Waruwu,2024-04-16 15:44:45,5,sangat mudah untuk di pahami bagi pemula,-2,negatif,7
Lana Ska69,2024-04-16 15:39:04,1,Habis Update Malah Susah Masuk Jadi Susah Mau Pantau Pasar Ga ada perbaikan lagi,-3,negatif,14
Cipengz Official,2024-04-16 15:26:12,5,Admin tolong tambahkan fan token Persib dong plise moga di acc,-1,negatif,11
DEight channel,2024-04-16 09:24:19,1,Parah si ni apk masak nama gua disambung sama alamat kelahiran gua gimana mau narik uangnya coba jadi gak terdeteksi nama bank ku,-6,negatif,23
Tadik Ruslan,2024-04-16 09:20:23,5,pluang is the best,3,positif,4
farhan pratama,2024-04-16 08:07:16,5,Apk nya mudah digunakan,2,positif,4
Dani Ramdani,2024-04-16 06:15:06,3,Ini aplikasi seolah ga mau terima member baru berkali verifikasi data KTP gagal terus padahal data udh benar semua yo wis lah ga jadi aplikasi lain aja,-29,negatif,27
Raunholic Official,2024-04-16 05:47:43,5,Oke Pakainya mudah dan sederhana,-3,negatif,5
asqy elvian,2024-04-16 04:07:31,4,Kami membeli Bitcoin di Pluang ini apakah real bitcoin nya yg kami beli atau hanya shares saham bitcoin,-7,negatif,18
Alimudin Alimudin,2024-04-16 03:26:59,5,Terimakasih atas semua pelayanan anda,-8,negatif,5
Irfan Fahd,2024-04-16 00:37:49,5,mudah digunakan terbaik,7,positif,3
Hanif Putra N,2024-04-15 23:29:28,4,Untuk aplikasi nya sudah bagus dari segi desain yang ada di dalam apk yang menarik deposit yang mudah hanya disayangkan saat ingin penarikan harus menggunakan kartu ATM yang sesuai dengan saat verifikasi akun tolong tambahkan juga penarikan dengan dompet E seperti Dana Go Pay ovo dll,-36,negatif,46
Ahmad Topan,2024-04-15 16:23:04,5,sangat senang bisa berinvestasi di pluang dan menjadi bagian dari anggota pluang untuk fitur fitur sangat mudah dipahami untuk pemula seperti saya dan untuk investasi juga tidak memerlukan dana begitu besar sehingga sangat membantu untuk kamu pas an seperti saya yang ingin merdeka financial tapi kenapa baru tau sekarang aplikasi investasi yang mudah dipahami coba aja dari dulu mungkin sudah sangat membantu untuk pluang sukses terus semoga kedepannya makin banyak penggunanya,-44,negatif,71
Naufal Ismail Yusuf,2024-04-15 14:07:46,5,UI nya simple,3,positif,3
IMkvin kalsel,2024-04-15 12:56:05,5,Untuk Harga emas Tidak Sama Dengan Sebelah Di Sebelah semua Harga emas Naik Sedangkan Di Apk ini Tidak Turun tidak Naik,-8,negatif,21
Dennis Fadillah,2024-04-15 12:44:17,3,tolong tambahkan koin Ondo dan Toncoin terima kasih,-1,negatif,8
sri mulyaningsih,2024-04-15 11:13:25,1,hallo kenapa ya pluang selalu bermasalah dengan profit saya jarang mendapat profit ketika saya beli dan aset itu turun dan sekarang aset itu sudah naek tapi portofolio saya tidak naek tetep trus gimana saya bisa untung aplikasi yg merugikan saran saya jangan download aplikasi ini karena saya sudah mengadu lewat email tapi tidak ada solusi,-60,negatif,55
Ali Muhtar,2024-04-15 08:23:51,5,sangat bangus buat pemula,1,positif,4
Abdul rohman rozik Rozik,2024-04-15 05:28:22,1,Ribbet aplikasi ini sudah foto ktp ttp gagal tidak seperti indodax pintu rekeningku binance toko crypto dan bitget semua sangat mudah pendaftarannya ini mau daftar aja giliran foto ktp gatot terus hapus aplikasi yng tak bermutu ambil marcat lain masih bnyak,-28,negatif,41
Agustivo Dampi,2024-04-15 05:09:12,1,Bisa Nya saya top up gagal dan sudah melalui proses verifikasi april katanya uang akan dikembalikan paling lama hari kerja tapi sampai sekarang april belum juga kembali,-9,negatif,27
Ryan Virtu,2024-04-15 02:22:23,5,Apakah aset dan portofolio saham kita yang ada di pluang ini dijamin asuransi atau tidak kalau ada asuransi penjamin keamanan aset kita itu dari mana,-20,negatif,25
Daswan Jr,2024-04-14 16:40:27,5,ok semoga bermanfaat,7,positif,3
M Ardhie,2024-04-14 08:26:22,5,Ramah biaya admin Exchanger lain kalo mau tarik uang deposit kena biaya ribu disini murah Tampilan UI nya juga bagus sekali terasa nyaman saat menggunakan aplikasi ini,-6,negatif,27
Lia Mulyanti,2024-04-14 08:08:28,5,rekomendasi semua instrumen dalam satu aplikasi,-5,negatif,6
Falah Salafy,2024-04-14 06:37:31,5,Aplikasinya Bagus tapi dari penarikannya tambahin e walet dan bukan hanya bank saja,-12,negatif,13
P- Stars7,2024-04-14 06:35:09,4,Aplikasinya Bagus tapi saya mau ngasih saran aja buat penarikannya saya lebih nyaman pake e ewalet dibandingkan bank,-5,negatif,18
Amal Firdaus,2024-04-14 04:17:25,1,tolong aplikasi Pluang dikasih wallet lagi seperti dana di karenakan saya ngga ada seperti seabank bri dll dan kalo mau narik usd to rupiah jangan di lama lamain,-21,negatif,28
Indah Alexa,2024-04-14 04:08:49,1,Sy sangat kecewa karena ada grup di telegram yg mengatasnamakan pluang mereka meminta investor utk berinvestasi tp ketika mau di cairkan profitnya mereka meminta dana penjemputan profit sehingga sampai saat ini dana sy tertahan dimereka jt yg sy herankan kok dgn mudah ya mereka memakai nama pluang utk menipu Silahkan kalian cek sendiri grup tsb di telegram,-17,negatif,57
Arif Budiman,2024-04-14 04:01:35,5,Simpel praktis i like it,4,positif,5
Mazz Nugrozz,2024-04-14 03:31:53,3,Sehabis di update kok malah jadi lelet ya apalagi mau buka chart nya kadang macet macet padahal itu penting sekali bagi saya menentukan waktu yg tepat untuk entry atau exit Mohon di perbaiki lebih bagus lagi ketika membuka sebuah emiten tampilan chartnya langsung trade view,-8,negatif,45
Sukarja,2024-04-14 03:26:42,5,fitur nya oke juga,2,positif,4
Ahmad Yani,2024-04-14 02:34:47,5,so far good,2,positif,3
Ahmad Sobary,2024-04-14 01:54:14,1,Ahh udah kaga seru Deposit dan WD udah kena fee Dulu sngt berbeda SM bursa di NKRI skrng mah sama aja Payaah Dulu SM bursa luar negri skrng sangat berbeda nyaman murah meriah tapi sayang itu duluuu,-12,negatif,37
Fire foks,2024-04-14 01:28:02,1,Asuu susah verifikasi ktp,-3,negatif,4
Joko Setiawan,2024-04-14 00:57:03,4,Sedih sekarang top up dan wd kena biaya admin pdhl market sudah berminggu minggu merah porto minus sangat dalam,-5,negatif,19
ashary teguh winoto,2024-04-13 23:27:55,5,Investasi aman dengan broker lokel terjamin,5,positif,6
Rafi Iskandar,2024-04-13 22:57:21,2,Tolong untuk penarikan saldo tambahkan melalui wallet seperti dana ovo karena tidak semua punya rekening bank khusus para anak sekolah seperti saya,-2,negatif,22
Ardi Shiipit,2024-04-13 13:02:37,1,daftar akun invest gabisa dasar,-5,negatif,5
Avishena Prananda,2024-04-13 12:49:22,5,Salah satu Apps terbaik selalu meningkatkan performa dan UI nya Good,4,positif,11
Hatihati Loby,2024-04-13 11:11:07,1,Kenapa ya gak bisa di tarik ke GOPAY,6,positif,8
APRI ESKA,2024-04-13 08:52:23,5,Mudah di mengerti,-2,negatif,3
Fawzi Amin,2024-04-13 06:29:53,5,Aplikasi nya bagus,3,positif,3
smart tekno806,2024-04-13 04:31:32,5,transaksi dan widraw cepat makasih,11,positif,5
Arif Kun,2024-04-13 04:02:04,5,Enak tampilan ui nya,1,positif,4
Nuralam,2024-04-13 03:42:46,5,krenn dan bermanfaat,5,positif,3
Hadi Susilo,2024-04-13 03:18:36,1,Min kalau transfer kok ada biaya admin,-4,negatif,7
Hermawan Ajik Saputra,2024-04-12 23:13:27,1,Proses penarikan lama dari malam sampaiypagi blm terkirim terkirim di bank,-8,negatif,11
James Olsen,2024-04-12 19:56:19,5,Masalah saya agak terselesaikan sih berkat dev rupanya dapetin formulir nya di unduh yah,-2,negatif,14
Ovc Hidhayat,2024-04-12 19:06:35,1,Saya topup tapi tidak masuk,-8,negatif,5
Orang Indonesia,2024-04-12 16:46:06,2,Penarikan kadang lambat proses nya,5,positif,5
E.H simorangkir,2024-04-12 09:53:31,5,belom tau om,-5,negatif,3
Harry sanjaya,2024-04-12 05:34:10,1,Jelek aplikasi nya gimana cara nya nentuin harga bid yg mau kita pasang Saya ga nemuin harga buat pasang cmn ada tombol beli dan jual tp di harga live market,11,positif,30
IRNES22,2024-04-12 04:30:28,1,kurangnya penarikan lewat e wallet,-5,negatif,5
Rahmad Cover27,2024-04-12 04:01:19,5,Dari aplikasi pluang gua bisa belajar tentang dunia crypto di aplikasi pluang sangat mudah untuk pemula,-10,negatif,16
Anarki,2024-04-12 02:58:37,5,Kalau bisa sahamnya ditambah dari negara lain juga Dan mata uang asing,-9,negatif,12
زيد عمر,2024-04-11 17:54:19,5,Tolong dong ditambah etf syariah dan buat kategori saham syariah,1,positif,10
afat abc,2024-04-11 17:03:14,3,Mohon diperbaiki lagi banyak tombol yg gbisa direspon kek contoh yg pojok atas trus yg pencarian jga sering macet,-10,negatif,19
Hari Waspada,2024-04-11 17:00:33,4,Fitur nya tdk lengkap sprti limit order ga ada jd ga bisa dikontrol TP dan SL ga ada jd hp hrs diplototin trs ga bisa ditinggal utk mengkerjakan yg lain,-17,negatif,30
Ayam Bakar,2024-04-11 16:01:06,5,Mudah simpel dan cepat,6,positif,4
suherman malik arrasyid,2024-04-11 12:41:00,5,Semoga kedepan nyh bayar admin nyh bisa murah ya pas mau top up pake ewallet Terimakasih,4,positif,16
ardi anugrah,2024-04-11 12:34:41,5,ayo dong pluang bikin coin jg,4,positif,6
KEVIN FERNANDO,2024-04-11 12:31:36,5,Pelayanan CS Cepat Uang saya dikembalikan setelah diproses keesokan harinya direct transfer cepat tidak dikenakan biaya admin jadi nyaman pake app ini terima kasih,-1,negatif,24
Taufik Mutaahirin,2024-04-11 10:15:30,3,sip bagus udah bisa daftar semoga koin CORE dari Core Dao bisa listing di pluang jumlah holdernya di indonesia banyak banget sampe jutaan sangat disayangkan kalo nggak listing di pluang selama ini kami beli di exchange luar kami harap bisa beli koin Core dipluang langsung dengan Rupiah terimakasih masalah bintang nanti saya tambahi kalo udah listing koin CORE Core Dao,-18,negatif,60
Mu Furina,2024-04-11 09:17:50,5,Aplikasinya bagus banget ui simple Tapi kekurangannya cuma yaitu terlambatnya listing coin coin yang berpotensi naik tinggi Coin yang sudah naik tinggi baru aja listing waktu diharga rendah kok tidak listing Ya intinya keterlambatan listing coin Semoga kedepannya bisa dipercepat dalam listing coin baru kek Saga yang baru listing di BNB kemarin,-21,negatif,52
Pacelianus Talan,2024-04-11 07:44:30,3,masih belajar soalnya aplikasinya bagus,5,positif,5
Yoga Pangestu,2024-04-11 04:43:59,5,aset investasi yang bagus,-2,negatif,4
Isol Isol,2024-04-11 03:00:12,5,Oke dan mudah di mengerti terimakasih,5,positif,6
Faruq Abdul,2024-04-11 01:16:57,2,Bagus namun tidak dapat mengganti nomor HP Dimana fitur ini bagi saya cukup riskan untuk keamanan dan kenyamanan pengguna,-7,negatif,19
