clean_text,label
Kagak bisa di tarik ke gopay lagi,negatif
Ayo dong kapan Nih pluang ada fitur Limit Order Buat Ktipto jangan Jangan hanya saham aja,negatif
Saya ingin bertanya kenapa harga grafik berbeda dengan harga rata rata dan berbeda dengan harga beli,negatif
Baru pertama coba,negatif
aplikasinya gampang bgt pdhl g punya pengalaman sama sekali kereen,positif
Dark mode nya kocak banget bg item angkanya juga item gimana cara bacanya nih Kocak desainernya,negatif
aplikasinya mudah dan cepat di mengerti buat yg seperti saya org awam biasa juga gaptek semoga pluang bisa mewujudkan mimpi utk menjadi sukses,negatif
Cukup,negatif
msh belajar,positif
oker,negatif
cepat belajar,positif
Dear admin tolong di tambahin bot sama limit order sama kasih singnal,positif
Mantap apk ini sangat membuat baut saya pemua untuk belajar investasi semoga apk ini semakin berkembang dan bisa membantu banyak orang Bagi yang baru bergabung masukan reperal saya FRED agar sahabat dapat bonus,negatif
tambahkan penarikan ke e wallet,negatif
Pluang memberikan kemudahan untuk berinvestasi peluang terbaik hanya di PLUANG,positif
gaz,negatif
untuk transfer saldo ke bank sangat cepat sekali saya harap kedepannya terus konsisten seperti ini fitur transfer maupun transaksi saldonya biar tetep bisa diandalin dikala darurat dompet,negatif
Apk ga jelas gw upload ktp gagal terus lol banget padahal udah pas sama jernih banget masih aja gagal Balas keluhan saya,negatif
Sangat bagus buat pemula apalagi dengan modal kecil kita dapat berinvestasi mudah mudahan kedepannya makin berkembang dan makin bagus,positif
sangat detai n bagus,positif
kenapa di saya tombol akun sama tombol notif tidak bisa di pencet,negatif
berikan yang terbaik aku suka,negatif
Kok saya mendaftar nggak bisa ya,negatif
pengalaman terbaik untuk berinvestasi di semua komoditas tampilan atau UI yg mudah di pahami dan UX yang memudahkan untuk menggunakan fitur yang ada semoga kedepannya pluang tetap memberikan pelayanan maksimal memiliki keamanan tinggi dan terpercaya,positif
saat harga bitcoin jtan saat posisi mau beli cek lagi angka yg tertera selisih jt jadi belinya di jt jauh kali kenaikan per detik aja gak sampe sejauh itu dollar aja cm rban belum lagi bea waktu beli maupun jual coba pertimbangkan lagi,negatif
hei admin baik tolong sedikan fitur take profit stop lost pada aplikasi ini tolong di ingat manusia itu butuh tidur dan tolong hilangkan selisih harga jual beli tinggal tulis aja biaya admin sekian tak perlu pake gratis tapi nyatanya gak gratis waktu beli di potong selisih harga beli dan jual berbeda waktu jual juga kena potongan x totalnya berarti kema potongan,negatif
fitur fitur peluang keren dan mudah dipahami apalagi saya masih pemula dan hanya berpikir untuk menambah aset saja,positif
uji coba semoga beruntung,positif
Klu bisa tambahkan oenarikan ewalet,negatif
Butuh lebih banyak saham yang bisa di investasikan,negatif
sangat membantu orang dengan belajar investasi,negatif
baru mau nyoba soal nya bru daftar,negatif
Kurubah lg KEULANG LG TOP UP DIANGGAP TIDAK ADA CIK GATHEL Katanya TF VA ndak otomatis gini JADI MALAS PALEEEE,negatif
alhamdulillah menarik juga,negatif
Cukup bagus dan simpel,positif
memudahkan berinvestasi semoga selalu amanah,positif
mantepppp,negatif
lumyn,negatif
Akan saya coba dengan versi hidup sekarang sepertinya cocok berinvestasi di Amerika cukup Rp juta,positif
cepet proses pembelian nya,positif
keren tampilannya mudah saya suka,positif
coba dulu semoga sukses,positif
Cairin nggak bisa pake e wallet,negatif
saya sangat puass,negatif
Tolong buatkan fitur order limit untuk yg inves crypto,negatif
Surat terbuka untuk peluang halo peluang saya pengguna peluang Saya ingin memohon kepada peluang agar di tambahkan lagi untuk altcoin nya Seperti di web defi dan yg lainnya Karena menurut saya pribadi altcoin di peluang masih kurang lengkap di bandingkan dgn apk trading yg lain Karena banyak altcoin yg bagus tapi tidak ada di apk ini Saya mohon dengan sangat Selebihnya tidak ada masalah keren sukses terus,negatif
mantap jiwa semangat anak muda,negatif
tampilan platformnya Ok mudah mudah gampang di untuk pelajari,positif
Kenapa pluang sekarang aplikasinya tidak bisa dibuka ya selalu keluar sendiri padahal aman aja perangkat android saya juga masih sanggup jadi ini gimana solusi Wahai pihak developer,negatif
saya tertarik dengan app pluang,negatif
apik,negatif
Ok baik banget,positif
renting aja lah,positif
Baru blajar,negatif
belum paham,positif
semoga gachor,negatif
Gk bisa di buka lagi apknya padahal kemaren bisa aja terpaksa uninstall,negatif
Pengiriman aset crypto selalu bermasalah,negatif
Pernah ada masalah ga bisa masuk aplikasi tapi CS nya gercep walaupun weekend bisa di proses,negatif
penanganan proses cashout dalam padahal menit yang lalu cashout cuman dibawah menit sekarang proses saya hampir hari lebih belum diproses,positif
Simpel bro,negatif
Masukan untuk peluang aplikasi yg saya pakai dan saya percayai tolong ditambahkan fitur SL agar investor bisa membatasi tingkat resiko yg mereka hadapi terutama di pasar crypto yg volatilitas nya lebih tinggi Tolong segera direalisasikan untuk saat ini aplikasi lokal yg memiliki keunggulan dengan memiliki fitur tsb ada ajaib Crypto,negatif
Semoga pluang punya fitur limit order atau jual beli yg bisa diatur diharga berapa,positif
Untuk aplikasinya bagus dan mudah dipahami tapi untuk penarikan saldonya mohon untuk diperbaiki kak jangan cuman bisanya ke no Rekening doang misalnya tambahin lah pitur penarikan saldonya ke E wallet Dana atau Gopay soalnya kalau ke no rekening agak ribet apalgi yang belum punya no rekening Mohon kerjasamanya ya kak,negatif
sudah bagus cuman kalo wd harusnya bisa kapan saja jangan ke limit hari tertentu,negatif
Satu hal yang mengecewakan menurut saya mengapa fitur tarik uang melalui dana dan GOPAY di hapus kalau bisa tolong di kembalikan bagi anak anak muda yg belum punya ATM itu adalah peluang besar,negatif
Semoga semakin berkembang maju trus,positif
Aplikasinya bagus cuma kendalanya tidak bisa limit order jadi mesti dpantengin terus harganya Mohon tambah fitur limit order,negatif
aman mudah terpercaya tentunya profit,positif
moga bermanfaat,positif
Saat verifikasi ktp hasil fotonya suka gk jelas padahal sudah sesuai ketentuan,negatif
Apk kreen,negatif
wawww,negatif
saya ingin mengatakan aplikasi pluang sangat membantu untuk treder pemula terimakasih admin,negatif
Seharusnya bisa pasang harga buy sell nya jadi bisa seperti indodax atau binance gak selalu beli ngikuti harga di pluang mulu,positif
easy to use,negatif
,negatif
senang bersama pluang Semoga baik jalanku di pluang aamiin,positif
aplikasi sangat bagus dan membantu ke uangan,negatif
Ko saya tidak bisa deposit ya,negatif
tidam bisa ganti nomor ya,positif
Akun aku gak bsa dibuka udh masuk lwat facebook trus pke no hp OTP tetep gagal gimana solusinya ya,negatif
Baru pemula bintang dulu,negatif
Mad Ojek,negatif
sangat mudah di mengertj,positif
Api bagus saya kasih bintang tiga karna akun saya tiba tiba terblokir mohon bantuannya bagaimana cara mengembalikan akun saya,negatif
Untuk Top up kok metode nya udah berubah Harus lewat bank permata pula Udah lah gue niatnya mau balik main saham lagi Tapi karena sistemnya udah seperti ini Gue pensi aja pakai peluang Kecewa berat,negatif
mantap semoga ewalet nya ga di tutup,positif
mudah digunakan untuk pemula,positif
Harga beda jauh dgn di market WD potongannya lumayan,negatif
Paling enak sih menurut aku untuk main kripto deposit gampang penarik gampang serba cepat cuma yang kurang perusahaan kriptonya kurang lengkap,negatif
Good Job,negatif
mantap luar biasa,negatif
Min tambahin juga saham Indonesia min biar lebih lengkap aplikasi nyaa,negatif
Aplikasi Pluang sudah OK tapi dalam hal berita harian sangat ketinggalan atau kurang update,negatif
Baru coba ajah sih Tapi yang saya heran itu di penarikan masak harus sama persis dengan nama akun di peluang sama di bank Saran ajah sih demi keamanan Di pisah atau bebas gitu tidak harus sama terimakasih,negatif
Gimna cara nyamenarik gopey kok ngaada pilihan nya,positif
Untuk notif harga naik turunya susah di aktifkan,positif
beragam investasi dlm satu aplikasi,negatif
sering error sistem,negatif
transaksi nya cepet deposit nya cepet,positif
cepat mantap,positif
good is the best and pokoknya recommended banget aplikasi ini buat pemula maupun yang sudah berpengalaman di dunia trading saham ini,negatif
tolong untuk harga beli coin sama harga jual yg sesuai kita beli coin di harga turun dan coin naik di masa kita masih alami kerugian dan sudah jelas itu naik datanya g sesuai dan diperbaiki jujur kita bkn untung malah merasa tertipu dan rugi,negatif
Suka bgt pilihan investasinya banyak ada S P juga sayang minusnya biaya admin banyak hrs transfer ke bank permata tambah pajak pas beli pas jual admin pas WD yg lbh repot ngga bsa atur harga jual dan beli yg terpampang di branda harga jual tertinggi klo di klik keluar harga jual rata rata tpi klo kita beli hanya dikasih pilihan harga beli tertinggi pas jual dikasih harga jual terendah mungkin maksudnya biar ngga nyangkut tpi malah jdi susah ngitung target untung malah jdi rugi,negatif
ok terima kasih,positif
Pluang memang simpel dan praktis,positif
Wajib di cobain,negatif
Mantapp boss,negatif
Okelah kyc nya ngga ribet nggak kaya indodax,negatif
Saya dulu punya btc eh ko malah ilang pas saya masuk bulan kemudian kemana tuh,negatif
Bagaimana ini pluang oya isi ini ya SY I N Agar akunmu aktif ya begitu ada bantingan besar kesempatan beli crypto malah program lagging tidak bisa masuk padahal exchnage luar negeri lancar jaya Gimana mau maju kalau exchanger indo rata rata seperti ini kualitasnya,negatif
Bagus apk nya,negatif
Masih pemula bng mohon arahan nya,negatif
newbie,negatif
untuk sekarang aplikasi bagus lancar,negatif
Cek riwayat transaksi lalu geser ke aset Gak bisa di scroll tiba tiba pindah ke kiri mohon di perbaiki secepatnya akan saya ganti bintangnya setelah di perbaiki,negatif
Tolong di perbaiki lagi sistem nya pengen depo saham as harus pake dollar tolong pake duit rp aja yang saham as ny biar mudah saya nge depo nya,negatif
Susah untuk verifikasi dasar untuk anak di bawah umur,negatif
cukup menarik,negatif
Bid ask Lumayan besar Saat beli Langsung minus rb Market kripto,negatif
Baru baru,negatif
yaa begitulah,negatif
Ini gimna cara daftarnya ya,positif
Baru juga download verifikasi ktp susah banget padahal fotonya udah jernih banget tetep aja verifikasi gagal terus sinyal juga udah aman tetep aja gabisa kalo laging terus gimana mau maju,positif
moga Rizki mengalir,positif
Kepada pihak pluang kenapa saya ingin menambahkan nomor rekening lain gk bisa harus nama yang sama saya pakai akun crypto temen saya uang yang sudah di inves ke pluang tidak bisa saya tarik cihhhh,negatif
Sangat Bagus,negatif
Live chat di aplikasi ga masuk telpon juga ga masuk mau komplain kemana ya Hadeh susah banget hubunginnya,negatif
Ini gimana sih Pluang bikin kesel aja Makin lama makin ngeselin Misal keuntungan yg aku dapet rb eh pas di sell lah cuma rb keuntungan rb nya kemana Setiap kali market crush juga malah error,negatif
sagat bagus dan menarik,negatif
Udah bagus dan nyaman Tapi lebih bagus lagi kalau bisa limit order di aset crypto Semoga dipertimbangkan,positif
Nice cuman notiv ke wa ga ada,negatif
Aplikasi lengkap dan simpel Titip referral IKBA,negatif
mohon bimbingan,negatif
Pluang dari segi visual oke kurangnya tidak ada limit order Sehingga beli diharga paling tinggi dan perbedaan harga saat ini sama harga yg kita jual berbeda jauh Tolong koreksi ini buat kenyamanan pengguna Tambahkan fitur limit order dan perbaiki harga realtime,negatif
Bagus kekurangan nya sekarang tidak bisa penarikan menggunakan e wallet gopay Aku mau request fitur supaya penarikan bisa menggunakan dana dan gopay terimakasih,negatif
Kenapa tidak bisa tarik ke ewallet ya,positif
Tingkatkan lagi masih banyak aset yang tidak bisa di kirim di terima cripto nya,negatif
Saya verifikasi semua sudah benar tetapi gagal terus jadi males,negatif
lumayan gampang buat pemula,negatif
semoga di acc,negatif
Gak bisa melakukan reset pin,negatif
oke,positif
apk yg sangat membantu,negatif
kurang nyaman sih verifikasi saham as gak bisa bisa terus ditambah pas udah diperbarui apk nya malah ngaco keluar sendiri,negatif
Terimakasih sudah fast respon,negatif
semoga berhasil dan dimudahkan amiim,positif
Rekomend Kalo boleh Tambahkan Kripto yg baru rilis juga,positif
Customer service nya bagus pelayanannya tapi sistem apk nya masih harus di tingkat kan masih agak lama buat wd,negatif
Saya mau top up dari m banking kok gabisa ya,positif
aplikasi yang bagus,negatif
bagus aplikasinya GX ribet,negatif
penarikan lambat,positif
Bagus saya investasi udah tahu mines k GK pp baguss,negatif
Buat opsi penarik kan saldo ke e wallet dong min,positif
Gak jelas masa beli saham luar negri gak bisa Pending terus cuma dapat potongan admin terus kecewa ges tarik semua saldo apk burit,negatif
Apk nya sudah bagus mudah di akses cuman kurang kenapa tidak bisa penarikan memakai ewalet kalau ada ewalet pasti mantap ini,negatif
Terimakasih pluang bertransaksi jauh lebih nyaman,positif
Nominal naik dan turunnya tidak seimbang,negatif
Kalau untuk WD KRIPTO biayanya kecil tapi kalau untuk deposit kirim ke Wallet lain kena potongan koin banyak sekali Saya pengguna DOGECOIN untuk trading setelah beli koin pasti saya kirim ke Wallet Dogecoin Bagaimana bisa kirim koin kena potongan koin sekian Ini kalau dihitung sudah di atas ribu lebih lho Admin Kirim koin DOGE ke Wallet Dogecoin sejumlah koin kena pot koin yg masuk ke saldo wallet Doge hanya saja Mohon dipertimbangkan lagi Kak Jangan mahal,negatif
jos aplikasinya,positif
apk sngt bagus,positif
aplikasinya bagus sih dan bisa belajar juga apalagi untuk top up nya bisa dengan e wallet tapi agak kecewa aja soalnya untuk narik dana harus makai bank saya kira mah top up pakai e wallet bisa terus untuk narik juga ke e wallet bisa eh taunya gabisa moga aja kedepannya di tambahin penarikan dana ke e wallet ya jika tidak keberatan,positif
Tolong secepatnya di perbaiki mengapa tidak bisa top up melalui gopay kok error mulu,negatif
Fee disini kecil bagus untuk pemula dan modal kecil,negatif
bagus mudah dipahami,positif
Sekarang untuk penarikan dana Sdh berbayar cuma gratis x bulan serta untuk top up pun Sdh berbayar melalui virtual Account nggak asyik lagi Bagus seperti yang lalu semua kegiatan untuk investasi dan penarikan dana gratis dan sekarang,positif
untuk sekarang gada biaya admin hanya pajak itupun cukup masuk akal cukup asik untuk trading CRYPTO,negatif
jika Penarikan ke rekening Bank dengan atas nama yang sama bisa harusnya opsi Penarikan ke dompet E wallet atas Nama yang sama juga harus ada itu membantu proses perputaran transaksi user user dengan modal minimum Mohon lebih dipertimbangkan lagi,negatif
Ini kenapa lagi dah aplikasinya tidak mau dibuka,negatif
masih butuh di upgrade,negatif
Bagus juga aplikasi ini,negatif
Kak tolong ditambahin fitur limit order untuk crypto kayak aplikasi sebelah apk nya udah bagus perlu adanya peningkatan agar pengguna lebih nyaman,negatif
Semoga tidak lemot lagi Aamiin,negatif
sangat membantu orang orang yang lagi sulit terimakasihhh,negatif
Untuk saat ini cukup bagus Mudah mudahan kedepannya berkembang lebih baik jangan sampai menurut performanya,positif
Oke dah bener di buka,negatif
BELAJAR INVESTASI,negatif
belum puas sama hasilnya,positif
LUMAYAN LAHH,negatif
Sejak kenal aplikasi ini alih investasi malah ludes ratusan juta,negatif
Sangat kecewa saya hari ini Ketika harga crypto coin mulai turun Saya mau buy tidak bisa Di aplikasi tertulis verivifasi identitas Terlebih dahulu Padahal bulan yang lalu saya sudah menyelesaikan kyc banyak yang janggal dengan aplikasi ini Saya sama sekali tidak bisa bertransaksi crypto hari ini Mohon di perbaiki Jika seperti ini terus Kami merasa di rugikan Mohon di perbaiki lagi Dan Sangat sangat di sesali kejadian hari ini saya sudah isi saldo dari gopay tapi tidak masuk,negatif
